model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name,website_verified,logo_verified,verification_source
Qwen3.5-122B-A10B,Qwen,https://huggingface.co/Qwen/Qwen3.5-122B-A10B,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3.5-122B-A10B is a specialized AI model designed for generating text that corresponds to both images and given text prompts, using the transformers library, and leveraging a base model size of 122 billion parameters and an additional 122 billion for the fine-tuning, running on an A10B computational architecture.",863674,613,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
repeat,unslothai,https://huggingface.co/unslothai/repeat,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,repeat is a feature extraction AI model developed by unslothai designed to process and extract meaningful features from text data using the transformers library.,863667,0,feature-extraction,transformers,YES,YES,DuckDuckGo search + HTTP verification
qwen3-4b-base-dapo-v4,ReliquaryForge,https://huggingface.co/ReliquaryForge/qwen3-4b-base-dapo-v4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"qwen3-4b-base-dapo-v4 is a specialized AI intelligence dataset designed for advanced natural language processing tasks, leveraging a base 4 billion parameter model to offer enhanced performance and versatility in understanding and generating human-like text across various applications.",859331,2,,,YES,YES,DuckDuckGo search + HTTP verification
ast-finetuned-audioset-10-10-0.4593,MIT,https://huggingface.co/MIT/ast-finetuned-audioset-10-10-0.4593,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The ast-finetuned-audioset-10-10-0.4593 model, developed by MIT, is a fine-tuned audio classification AI designed to classify audio clips with high accuracy, achieving a performance score of 0.4593 on the Audioset dataset.",858626,367,audio-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
rorshark-vit-base,amunchet,https://huggingface.co/amunchet/rorshark-vit-base,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"rorshark-vit-base is a pre-trained image classification model by amunchet, specifically designed for identifying objects and scenes in images using the transformers library, achieving high accuracy with a base version of the ViT architecture.",858427,3,image-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
distilbert-base-multilingual-cased-sentiments-student,lxyuan,https://huggingface.co/lxyuan/distilbert-base-multilingual-cased-sentiments-student,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The distilbert-base-multilingual-cased-sentiments-student model, developed by lxyuan, is a specialized text-classification AI designed to recognize and categorize sentiments in multilingual text using the transformers library.",853442,316,text-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen2-0.5B,Qwen,https://huggingface.co/Qwen/Qwen2-0.5B,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen2-0.5B is a text-generation AI model designed to produce human-like text based on a wide range of prompts, making it suitable for applications such as content creation, chatbots, and natural language processing tasks.",853334,170,text-generation,transformers,YES,YES,Known official domain + HTTP verification
wav2vec2-large-xlsr-mvc-swahili,eddiegulay,https://huggingface.co/eddiegulay/wav2vec2-large-xlsr-mvc-swahili,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The wav2vec2-large-xlsr-mvc-swahili model, created by eddiegulay, is a specialized automatic speech recognition AI designed for recognizing spoken Swahili language using the wav2vec2 architecture and trained on large-scale data.",851516,3,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
vitmatte-small-composition-1k,hustvl,https://huggingface.co/hustvl/vitmatte-small-composition-1k,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"vitmatte-small-composition-1k is a small AI model created by hustvl for text composition tasks using the transformers library, trained on a dataset of 1,000 examples.",849585,56,,transformers,YES,YES,DuckDuckGo search + HTTP verification
tiny-GptOssForCausalLM,trl-internal-testing,https://huggingface.co/trl-internal-testing/tiny-GptOssForCausalLM,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The tiny-GptOssForCausalLM model by trl-internal-testing is a lightweight transformer-based AI designed for text generation tasks, optimized for efficient use in various applications requiring natural language processing capabilities.",849334,4,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
ms-marco-MiniLM-L2-v2,cross-encoder,https://huggingface.co/cross-encoder/ms-marco-MiniLM-L2-v2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"ms-marco-MiniLM-L2-v2 is a text-ranking model based on the cross-encoder architecture within the sentence-transformers library, designed to process and rank text data effectively.",848022,14,text-ranking,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
Ornith-1.0-35B-FP8,protoLabsAI,https://huggingface.co/protoLabsAI/Ornith-1.0-35B-FP8,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Ornith-1.0-35B-FP8 is a text-generation AI model designed for creating professional datasets, capable of producing a wide range of text to aid in training other AI models.",845943,8,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
gte-Qwen2-1.5B-instruct,Alibaba-NLP,https://huggingface.co/Alibaba-NLP/gte-Qwen2-1.5B-instruct,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"gte-Qwen2-1.5B-instruct is a sentence similarity AI model created by Alibaba-NLP, leveraging the sentence-transformers library to compare and quantify the semantic similarity between pairs of sentences with high accuracy.",842845,237,sentence-similarity,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
camembert-base,almanach,https://huggingface.co/almanach/camembert-base,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"camembert-base is a pre-trained transformer model by almanach specifically designed for masked language modeling, capable of generating accurate predictions for masked tokens in text.",840996,103,fill-mask,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.5-9B-Uncensored-HauhauCS-Aggressive,HauhauCS,https://huggingface.co/HauhauCS/Qwen3.5-9B-Uncensored-HauhauCS-Aggressive,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.5-9B-Uncensored-HauhauCS-Aggressive is a specialized language model created by HauhauCS for generating uncensored and aggressive content, tailored to a 9-billion parameter size and using the HauhauCS pipeline.",840639,1990,,,YES,YES,DuckDuckGo search + HTTP verification
vit-base-nsfw-detector,AdamCodd,https://huggingface.co/AdamCodd/vit-base-nsfw-detector,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The vit-base-nsfw-detector is a pre-trained AI model developed by AdamCodd specifically for the task of image classification, designed to detect and categorize images as normal or containing explicit content, using the transformers.js library.",839376,82,image-classification,transformers.js,YES,YES,DuckDuckGo search + HTTP verification
distilbart-cnn-12-6,sshleifer,https://huggingface.co/sshleifer/distilbart-cnn-12-6,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"distilbart-cnn-12-6 is a distilled version of the larger Bart model fine-tuned on CNN/Daily Mail articles for summarization tasks, developed by sshleifer and available through the transformers library.",838446,324,summarization,transformers,YES,YES,DuckDuckGo search + HTTP verification
Anima,circlestone-labs,https://huggingface.co/circlestone-labs/Anima,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Anima is a diffusion-based AI model created by circlestone-labs specifically designed for processing and generating single-file datasets, enabling efficient and accurate data management and analysis.",835280,2173,,diffusion-single-file,YES,YES,DuckDuckGo search + HTTP verification
faster-whisper-base-int8,rhasspy,https://huggingface.co/rhasspy/faster-whisper-base-int8,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"faster-whisper-base-int8 is a specialized AI model within the rhasspy organization, designed for speech recognition tasks using the transformers library, offering high performance with optimized INT8 precision.",832586,3,,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-VL-235B-A22B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen3-VL-235B-A22B-Instruct,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3-VL-235B-A22B-Instruct is a specialized AI model designed for the image-text-to-text task, leveraging transformers, with a vocabulary size of 235B and a context length of 235B tokens, optimized for generating coherent text from images and textual prompts.",825459,415,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
bertweet-base-sentiment-analysis,finiteautomata,https://huggingface.co/finiteautomata/bertweet-base-sentiment-analysis,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The bertweet-base-sentiment-analysis model, created by finiteautomata, is a text classification model based on the BERT architecture designed for sentiment analysis tasks, enabling the detection of positive, negative, or neutral sentiment in text data.",825342,196,text-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
GLM-5-FP8,zai-org,https://huggingface.co/zai-org/GLM-5-FP8,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"GLM-5-FP8 is a text-generation AI model used for creating extensive and contextually rich text outputs, specifically developed by zai-org leveraging the transformer library for advanced language processing tasks.",825128,182,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
sdxl-turbo,stabilityai,https://huggingface.co/stabilityai/sdxl-turbo,https://stability.ai/,https://stability.ai/favicon.ico,"sdxl-turbo is a high-performance AI model designed for generating text-to-image outputs using the diffusers library, developed by stabilityai, enabling users to create detailed and sophisticated visual content from textual prompts.",824252,2626,text-to-image,diffusers,YES,YES,Known official domain + HTTP verification
Qwen3.6-35B-A3B-AWQ-4bit,cyankiwi,https://huggingface.co/cyankiwi/Qwen3.6-35B-A3B-AWQ-4bit,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.6-35B-A3B-AWQ-4bit is a specialized AI model developed by cyankiwi for the image-text-to-text pipeline, capable of generating coherent text from image and textual inputs, using the transformers library.",817723,96,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
pythia-70m-deduped,EleutherAI,https://huggingface.co/EleutherAI/pythia-70m-deduped,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"pythia-70m-deduped is a text-generation AI model trained by EleutherAI from a 70 million parameter PyTorch repository, specifically designed for generating text efficiently and accurately, deduplicated to enhance model performance and reliability.",815320,30,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
mitra-regressor,autogluon,https://huggingface.co/autogluon/mitra-regressor,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,mitra-regressor is a tabular regression model developed by autogluon designed to predict continuous target variables from tabular data with high accuracy and efficiency.,813436,32,tabular-regression,,YES,YES,DuckDuckGo search + HTTP verification
siglip2-so400m-patch14-384,google,https://huggingface.co/google/siglip2-so400m-patch14-384,https://www.google.com/,https://www.google.com/favicon.ico,"The siglip2-so400m-patch14-384 model, developed by Google, specializes in zero-shot image classification tasks, leveraging a 384x384 pixel image input and a 14 patch convolutional neural network architecture.",811009,100,zero-shot-image-classification,transformers,YES,YES,Known official domain + HTTP verification
MiniCPM5-1B,openbmb,https://huggingface.co/openbmb/MiniCPM5-1B,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"MiniCPM5-1B is a text-generation AI model used for creating coherent and contextually relevant text, leveraging the transformers library, developed by openbmb.",810294,1096,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
RADAR-Vicuna-7B,TrustSafeAI,https://huggingface.co/TrustSafeAI/RADAR-Vicuna-7B,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"RADAR-Vicuna-7B is a text-classification AI model developed by TrustSafeAI specifically designed for training on datasets to classify text into predefined categories, leveraging the transformers library for its efficient performance.",810154,13,text-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
Minimax-H3-nvfp4-INT4-INT8-Convrot,Abiray,https://huggingface.co/Abiray/Minimax-H3-nvfp4-INT4-INT8-Convrot,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Minimax-H3-nvfp4-INT4-INT8-Convrot is a specialized AI model developed by Abiray for generating image-text-to-video sequences using the diffusers library, specifically optimized for INT4 and INT8 precision levels and incorporating convrot transformations.",810053,221,image-text-to-video,diffusers,YES,YES,DuckDuckGo search + HTTP verification
