model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name
bert-log-anomaly-detection,AungMoonLord,https://huggingface.co/AungMoonLord/bert-log-anomaly-detection,https://huggingface.co/AungMoonLord/bert-log-anomaly-detection,https://huggingface.co/api/organizations/AungMoonLord/avatar,<!-- Provide a quick summary of what the model is/does. --> Model Summary,668457,1,text-classification,transformers
dinov3-vitb16-pretrain-lvd1689m,facebook,https://huggingface.co/facebook/dinov3-vitb16-pretrain-lvd1689m,https://huggingface.co/facebook/dinov3-vitb16-pretrain-lvd1689m,https://huggingface.co/api/organizations/facebook/avatar,dinov3-vitb16-pretrain-lvd1689m is an AI model published by facebook and hosted on Hugging Face.,666491,251,image-feature-extraction,transformers
FLUX.1-schnell,black-forest-labs,https://huggingface.co/black-forest-labs/FLUX.1-schnell,https://huggingface.co/black-forest-labs/FLUX.1-schnell,https://huggingface.co/api/organizations/black-forest-labs/avatar,FLUX.1-schnell is an AI model published by black-forest-labs and hosted on Hugging Face.,664509,5687,text-to-image,diffusers
tiny-Qwen3MoeForCausalLM,trl-internal-testing,https://huggingface.co/trl-internal-testing/tiny-Qwen3MoeForCausalLM,https://huggingface.co/trl-internal-testing/tiny-Qwen3MoeForCausalLM,https://huggingface.co/api/organizations/trl-internal-testing/avatar,This is a minimal model built for unit tests in the [TRL](https://github.com/huggingface/trl) library.,662867,1,text-generation,transformers
parakeet-tdt-0.6b-v3-gguf,handy-computer,https://huggingface.co/handy-computer/parakeet-tdt-0.6b-v3-gguf,https://huggingface.co/handy-computer/parakeet-tdt-0.6b-v3-gguf,https://huggingface.co/api/organizations/handy-computer/avatar,GGUF conversions of [nvidia/parakeet-tdt-0.6b-v3](https://huggingface.co/nvidia/parakeet-tdt-0.6b-v3) for use with [transcribe.cpp](https://github.com/handy-computer/transcribe.cpp).,661744,5,automatic-speech-recognition,transcribe.cpp
RMBG-2.0,briaai,https://huggingface.co/briaai/RMBG-2.0,https://huggingface.co/briaai/RMBG-2.0,https://huggingface.co/api/organizations/briaai/avatar,RMBG-2.0 is an AI model published by briaai and hosted on Hugging Face.,661576,1401,image-segmentation,transformers
punctuate-all,kredor,https://huggingface.co/kredor/punctuate-all,https://huggingface.co/kredor/punctuate-all,https://huggingface.co/api/organizations/kredor/avatar,"This is based on [Oliver Guhr's work](https://huggingface.co/oliverguhr/fullstop-punctuation-multilang-large). The difference is that it is a finetuned xlm-roberta-base instead of an xlm-roberta-large and on twelve languages instead of four. The languages are: English, German, French, Spanish, Bulgarian, Italian, Polish, Dutch, Czech, Portugese, Slovak, Slovenian.",660762,28,token-classification,transformers
flash-attn3,kernels-community,https://huggingface.co/kernels-community/flash-attn3,https://huggingface.co/kernels-community/flash-attn3,https://huggingface.co/api/organizations/kernels-community/avatar,"> [!CAUTION] > Starting from September 13, 2026, we will be removing the ""model"" type repositories of kernels (e.g., kernels-community/flash-attn3). Make sure you're using a latest version of kernels. If you face any disruption, please report them here: https://github.com/huggingface/kernels/issues/new.",657930,49,,kernels
e5-mistral-7b-instruct-bnb-4bit,gabor-hosu,https://huggingface.co/gabor-hosu/e5-mistral-7b-instruct-bnb-4bit,https://huggingface.co/gabor-hosu/e5-mistral-7b-instruct-bnb-4bit,https://huggingface.co/api/organizations/gabor-hosu/avatar,This model is a quantized version of the original model [`intfloat/e5-mistral-7b-instruct`](https://huggingface.co/intfloat/e5-mistral-7b-instruct).,657406,0,feature-extraction,sentence-transformers
vit_small_patch16_224.augreg_in21k_ft_in1k,timm,https://huggingface.co/timm/vit_small_patch16_224.augreg_in21k_ft_in1k,https://huggingface.co/timm/vit_small_patch16_224.augreg_in21k_ft_in1k,https://huggingface.co/api/organizations/timm/avatar,"A Vision Transformer (ViT) image classification model. Trained on ImageNet-21k and fine-tuned on ImageNet-1k (with additional augmentation and regularization) in JAX by paper authors, ported to PyTorch by Ross Wightman.",656411,4,image-classification,timm
Qwen3-30B-A3B-Instruct-2507-FP8,Qwen,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwen.ai/?model=Qwen3-30B-A3B-2507"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",656177,131,text-generation,transformers
gte-large,thenlper,https://huggingface.co/thenlper/gte-large,https://huggingface.co/thenlper/gte-large,https://huggingface.co/api/organizations/thenlper/avatar,General Text Embeddings (GTE) model. [Towards General Text Embeddings with Multi-stage Contrastive Learning](https://arxiv.org/abs/2308.03281),655171,306,sentence-similarity,sentence-transformers
Qwen3-VL-8B-Instruct-abliterated-GGUF,mradermacher,https://huggingface.co/mradermacher/Qwen3-VL-8B-Instruct-abliterated-GGUF,https://huggingface.co/mradermacher/Qwen3-VL-8B-Instruct-abliterated-GGUF,https://huggingface.co/api/organizations/mradermacher/avatar,<!-- ### quantize_version: 2 --> <!-- ### output_tensor_quantised: 1 --> <!-- ### convert_type: hf --> <!-- ### vocab_type:  --> <!-- ### tags:  --> <!-- ### quants:  x-f16 Q4_K_S Q2_K Q8_0 Q6_K Q3_K_M Q3_K_S Q3_K_L Q4_K_M Q5_K_S Q5_K_M IQ4_XS --> <!-- ### quants_skip:  --> <!-- ### skip_mmproj:  --> static quants of https://huggingface.co/prithivMLmods/Qwen3-VL-8B-Instruct-abliterated-v1,653983,11,,transformers
chronos-t5-base,amazon,https://huggingface.co/amazon/chronos-t5-base,https://huggingface.co/amazon/chronos-t5-base,https://huggingface.co/api/organizations/amazon/avatar,"🚀 **Update Feb 14, 2025**: Chronos-Bolt & original Chronos models are now available on Amazon SageMaker JumpStart! Check out the [tutorial notebook](https://github.com/amazon-science/chronos-forecasting/blob/main/notebooks/deploy-chronos-to-amazon-sagemaker.ipynb) to learn how to deploy Chronos endpoints for production use in a few lines of code.",651111,45,time-series-forecasting,chronos-forecasting
Giga-Embeddings-instruct,ai-sage,https://huggingface.co/ai-sage/Giga-Embeddings-instruct,https://huggingface.co/ai-sage/Giga-Embeddings-instruct,https://huggingface.co/api/organizations/ai-sage/avatar,- Base Decoder-only LLM: GigaChat-3b - Pooling Type: Latent-Attention - Embedding Dimension: 2048,648130,119,feature-extraction,sentence-transformers
Kimi-K2.6,moonshotai,https://huggingface.co/moonshotai/Kimi-K2.6,https://huggingface.co/moonshotai/Kimi-K2.6,https://huggingface.co/api/organizations/moonshotai/avatar,"<div align=""center""> <picture> <img src=""figures/kimi-logo.png"" width=""30%"" alt=""Kimi K2.6""> </picture> </div> <hr> <div align=""center"" style=""line-height:1""> <a href=""https://www.kimi.com"" target=""_blank""><img alt=""Chat"" src=""https://img.shields.io/badge/🤖%20Chat-Kimi%20K2.6-ff6b6b?color=1783ff&logoColor=white""/></a> <a href=""https://www.moonshot.ai"" target=""_blank""><img alt=""Homepage"" src=""https://img.shields.io/badge/Homepage-Moonshot%20AI-white?logo=Kimi&logoColor=white""/></a> </div>",647476,1598,image-text-to-text,transformers
all-roberta-large-v1,sentence-transformers,https://huggingface.co/sentence-transformers/all-roberta-large-v1,https://huggingface.co/sentence-transformers/all-roberta-large-v1,https://huggingface.co/api/organizations/sentence-transformers/avatar,This is a [sentence-transformers](https://www.SBERT.net) model: It maps sentences & paragraphs to a 1024 dimensional dense vector space and can be used for tasks like clustering or semantic search.,644148,66,sentence-similarity,sentence-transformers
faster-whisper-medium,Systran,https://huggingface.co/Systran/faster-whisper-medium,https://huggingface.co/Systran/faster-whisper-medium,https://huggingface.co/api/organizations/Systran/avatar,This repository contains the conversion of [openai/whisper-medium](https://huggingface.co/openai/whisper-medium) to the [CTranslate2](https://github.com/OpenNMT/CTranslate2) model format.,643038,63,automatic-speech-recognition,ctranslate2
Qwen3-8B-unsloth-bnb-4bit,unsloth,https://huggingface.co/unsloth/Qwen3-8B-unsloth-bnb-4bit,https://huggingface.co/unsloth/Qwen3-8B-unsloth-bnb-4bit,https://huggingface.co/api/organizations/unsloth/avatar,"Qwen3 is the latest generation of large language models in Qwen series, offering a comprehensive suite of dense and mixture-of-experts (MoE) models. Built upon extensive training, Qwen3 delivers groundbreaking advancements in reasoning, instruction-following, agent capabilities, and multilingual support, with the following key features:",641869,22,,
glm-4-9b-chat-IMat-GGUF,legraphista,https://huggingface.co/legraphista/glm-4-9b-chat-IMat-GGUF,https://huggingface.co/legraphista/glm-4-9b-chat-IMat-GGUF,https://huggingface.co/api/organizations/legraphista/avatar,_Llama.cpp imatrix quantization of THUDM/glm-4-9b-chat_,641100,5,text-generation,gguf
Qwen3.6-35B-A3B-heretic-NVFP4,AEON-7,https://huggingface.co/AEON-7/Qwen3.6-35B-A3B-heretic-NVFP4,https://huggingface.co/AEON-7/Qwen3.6-35B-A3B-heretic-NVFP4,https://huggingface.co/api/organizations/AEON-7/avatar,> ✅ **Validated on the unified [AEON vLLM Ultimate image](https://github.com/AEON-7/vllm-ultimate-dgx-spark) `ghcr.io/aeon-7/aeon-vllm-ultimate:latest`** (= `:2026-06-18-v0.23.0-dflashfix`; rollback `:2026-06-11-pr41703`) — vLLM 0.23.0 built from source for GB10 / sm_121a + the AEON DFlash stack. Loads + serves cleanly (compressed-tensors MoE) — **including working multimodal image understanding** (a vision tensor-prefix bug was fixed 2026-06-18 — see the **Vision fix** section below) — and with,640901,71,image-text-to-text,transformers
Phi-3.5-vision-instruct,microsoft,https://huggingface.co/microsoft/Phi-3.5-vision-instruct,https://huggingface.co/microsoft/Phi-3.5-vision-instruct,https://huggingface.co/api/organizations/microsoft/avatar,"Phi-3.5-vision is a lightweight, state-of-the-art open multimodal model built upon datasets which include - synthetic data and filtered publicly available websites - with a focus on very high-quality, reasoning dense data both on text and vision. The model belongs to the Phi-3 model family, and the multimodal version comes with 128K context length (in tokens) it can support. The model underwent a rigorous enhancement process, incorporating both supervised fine-tuning and direct preference optimi",640154,738,image-text-to-text,transformers
Qwen3-8B-FP8,Qwen,https://huggingface.co/Qwen/Qwen3-8B-FP8,https://huggingface.co/Qwen/Qwen3-8B-FP8,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwen.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",638959,63,text-generation,transformers
gemma-3-27b-it-GPTQ-4b-128g,ISTA-DASLab,https://huggingface.co/ISTA-DASLab/gemma-3-27b-it-GPTQ-4b-128g,https://huggingface.co/ISTA-DASLab/gemma-3-27b-it-GPTQ-4b-128g,https://huggingface.co/api/organizations/ISTA-DASLab/avatar,"This model was obtained by quantizing the weights of [gemma-3-27b-it](https://huggingface.co/google/gemma-3-27b-it) to INT4 data type. This optimization reduces the number of bits per parameter from 16 to 4, reducing the disk size and GPU memory requirements by approximately 75%.",638237,45,image-text-to-text,transformers
gemma-4-E4B-it-GGUF,lmstudio-community,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-GGUF,https://huggingface.co/lmstudio-community/gemma-4-E4B-it-GGUF,https://huggingface.co/api/organizations/lmstudio-community/avatar,*👾 [LM Studio](https://lmstudio.ai) Community models highlights program. Highlighting new & noteworthy models by the community. Join the conversation on [Discord](https://discord.gg/aPQfnNkxGC)*.,638226,67,,
efficientnet_b0.ra_in1k,timm,https://huggingface.co/timm/efficientnet_b0.ra_in1k,https://huggingface.co/timm/efficientnet_b0.ra_in1k,https://huggingface.co/api/organizations/timm/avatar,A EfficientNet image classification model. Trained on ImageNet-1k in `timm` using recipe template described below.,637839,10,image-classification,timm
zerank-2-reranker,zeroentropy,https://huggingface.co/zeroentropy/zerank-2-reranker,https://huggingface.co/zeroentropy/zerank-2-reranker,https://huggingface.co/api/organizations/zeroentropy/avatar,"<img src=""https://i.imgur.com/oxvhvQu.png""/>",636190,116,text-ranking,sentence-transformers
mimi,kyutai,https://huggingface.co/kyutai/mimi,https://huggingface.co/kyutai/mimi,https://huggingface.co/api/organizations/kyutai/avatar,"Mimi codec is a state-of-the-art audio neural codec, developped by [Kyutai](https://kyutai.org/), that combines semantic and acoustic information into audio tokens running at 12.5Hz and a bitrate of 1.1kbps.",634172,324,feature-extraction,transformers
Qwen3-14B-Base,Qwen,https://huggingface.co/Qwen/Qwen3-14B-Base,https://huggingface.co/Qwen/Qwen3-14B-Base,https://huggingface.co/api/organizations/Qwen/avatar,"Qwen3 is the latest generation of large language models in Qwen series, offering a comprehensive suite of dense and mixture-of-experts (MoE) models. Building upon extensive advancements in training data, model architecture, and optimization techniques, Qwen3 delivers the following key improvements over the previously released Qwen2.5:",633536,56,text-generation,transformers
Florence-2-large,microsoft,https://huggingface.co/microsoft/Florence-2-large,https://huggingface.co/microsoft/Florence-2-large,https://huggingface.co/api/organizations/microsoft/avatar,"**This is a continued pretrained version of Florence-2-large model with 4k context length, only 0.1B samples are used for continue pretraining, thus it might not be trained well. In addition, OCR task has been updated with line separator ('\n'). COCO OD AP 39.8**",631465,1853,image-text-to-text,transformers
prokbert-mini-promoter,neuralbioinfo,https://huggingface.co/neuralbioinfo/prokbert-mini-promoter,https://huggingface.co/neuralbioinfo/prokbert-mini-promoter,https://huggingface.co/api/organizations/neuralbioinfo/avatar,This finetuned model is specifically designed for promoter identification and is based on the [ProkBERT-mini model](https://huggingface.co/neuralbioinfo/prokbert-mini).,630092,0,text-classification,transformers
Qwen2.5-Omni-3B,Qwen,https://huggingface.co/Qwen/Qwen2.5-Omni-3B,https://huggingface.co/Qwen/Qwen2.5-Omni-3B,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwen.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",628372,350,any-to-any,transformers
Llama-3.3-70B-Instruct,meta-llama,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,https://huggingface.co/api/organizations/meta-llama/avatar,Llama-3.3-70B-Instruct is an AI model published by meta-llama and hosted on Hugging Face.,627558,2997,text-generation,transformers
chronos-t5-small,amazon,https://huggingface.co/amazon/chronos-t5-small,https://huggingface.co/amazon/chronos-t5-small,https://huggingface.co/api/organizations/amazon/avatar,"🚀 **Update Feb 14, 2025**: Chronos-Bolt & original Chronos models are now available on Amazon SageMaker JumpStart! Check out the [tutorial notebook](https://github.com/amazon-science/chronos-forecasting/blob/main/notebooks/deploy-chronos-to-amazon-sagemaker.ipynb) to learn how to deploy Chronos endpoints for production use in a few lines of code.",627453,143,time-series-forecasting,chronos-forecasting
